国内外,名詞,一般,*,*,国内外,*,*
で,助詞,格助詞,一般,*,で,*,*
人気,名詞,一般,*,*,人気,*,*
の,助詞,連体化,*,*,の,*,*
日本酒,名詞,複合,*,*,日本酒,*,*
獺祭(,名詞,複合,*,*,獺祭(,*,*
だっ,助動詞,*,*,*,だ,特殊・ダ,連用タ接続
さい)」,名詞,複合,*,*,さい)」,*,*
で,助詞,格助詞,一般,*,で,*,*
知ら,動詞,自立,*,*,知る,五段・ラ行,未然形
れる,動詞,接尾,*,*,れる,一段,基本形
旭酒造(山口県岩国市),名詞,複合,*,*,旭酒造(山口県岩国市),*,*
は,助詞,係助詞,*,*,は,*,*
7日,名詞,複合,*,*,7日,*,*
記録的,名詞,複合,*,*,記録的,*,*
な,助動詞,*,*,*,だ,特殊・ダ,体言接続
大雨,名詞,一般,*,*,大雨,*,*
で,助詞,格助詞,一般,*,で,*,*
山あい,名詞,一般,*,*,山あい,*,*
に,助詞,格助詞,一般,*,に,*,*
ある,動詞,自立,*,*,ある,五段・ラ行,基本形
蔵,名詞,一般,*,*,蔵,*,*
が,助詞,格助詞,一般,*,が,*,*
浸水,名詞,サ変接続,*,*,浸水,*,*
する,動詞,自立,*,*,する,サ変・スル,基本形
など,助詞,副助詞,*,*,など,*,*
の,助詞,連体化,*,*,の,*,*
被害,名詞,一般,*,*,被害,*,*
を,助詞,格助詞,一般,*,を,*,*
受け,動詞,自立,*,*,受ける,一段,連用形
獺祭,名詞,複合,*,*,獺祭,*,*
の,助詞,連体化,*,*,の,*,*
製造,名詞,サ変接続,*,*,製造,*,*
が,助詞,格助詞,一般,*,が,*,*
でき,動詞,自立,*,*,できる,一段,未然形
なく,助動詞,*,*,*,ない,特殊・ナイ,連用テ接続
なっ,動詞,自立,*,*,なる,五段・ラ行,連用タ接続
た,助動詞,*,*,*,た,特殊・タ,基本形
こと,名詞,非自立,一般,*,こと,*,*
を,助詞,格助詞,一般,*,を,*,*
明らか,名詞,形容動詞語幹,*,*,明らか,*,*
に,助詞,格助詞,一般,*,に,*,*
し,動詞,自立,*,*,する,サ変・スル,連用形
た,助動詞,*,*,*,た,特殊・タ,基本形
獺祭,名詞,複合,*,*,獺祭,*,*
が,助詞,格助詞,一般,*,が,*,*
製造不能,名詞,複合,*,*,製造不能,*,*
に,助詞,格助詞,一般,*,に,*,*
山口県,名詞,複合,*,*,山口県,*,*
の,助詞,連体化,*,*,の,*,*
蔵,名詞,一般,*,*,蔵,*,*
が,助詞,格助詞,一般,*,が,*,*
大雨...,名詞,複合,*,*,大雨...,*,*
